run_name,processor,model,parameters,status,generation_count,latency,total_tokens,prompt_tokens,completion_tokens,parameters,timestamp,test_date,category,trace_id,batch_id
64a0_tpusg,tpusg,qwen32,NP,success,1,23.71,2632,1833,799,NP,1754314713,08.03,qwen2.5-coder:32b_tpusg_NP,64a0bb35,qwen2.5-coder:32b_17ec_tpusg
f16e_tpusg,tpusg,qwen32,NP,success,1,24.64,2666,1833,833,NP,1754314796,08.03,qwen2.5-coder:32b_tpusg_NP,f16e81a2,qwen2.5-coder:32b_17ec_tpusg
b036_tpusg,tpusg,qwen32,NP,success,1,25.28,2682,1833,849,NP,1754314878,08.03,qwen2.5-coder:32b_tpusg_NP,b0366928,qwen2.5-coder:32b_17ec_tpusg
8cc2_tpusg,tpusg,qwen32,NP,success,2,51.98,5636,3881,1755,NP,1754314962,08.03,qwen2.5-coder:32b_tpusg_NP,8cc23ee1,qwen2.5-coder:32b_17ec_tpusg
6b1e_tpusg,tpusg,qwen32,NP,success,2,57.5,5840,3881,1959,NP,1754315080,08.03,qwen2.5-coder:32b_tpusg_NP,6b1ee198,qwen2.5-coder:32b_17ec_tpusg
d788_tpusg,tpusg,qwen32,NP,success,2,56.63,5813,3881,1932,NP,1754315204,08.03,qwen2.5-coder:32b_tpusg_NP,d7887820,qwen2.5-coder:32b_17ec_tpusg
74bb_tpusg,tpusg,qwen32,NP,success,1,23.47,2623,1833,790,NP,1754315325,08.03,qwen2.5-coder:32b_tpusg_NP,74bb08e7,qwen2.5-coder:32b_17ec_tpusg
0d3b_tpusg,tpusg,qwen32,NP,success,3,86.28,8873,5929,2944,NP,1754315407,08.03,qwen2.5-coder:32b_tpusg_NP,0d3b03a0,qwen2.5-coder:32b_17ec_tpusg
f67c_tpusg,tpusg,qwen32,NP,success,1,24.52,2660,1833,827,NP,1754315568,08.03,qwen2.5-coder:32b_tpusg_NP,f67c9001,qwen2.5-coder:32b_17ec_tpusg
efe7_tpusg,tpusg,qwen32,NP,success,2,54.9,5747,3881,1866,NP,1754315651,08.03,qwen2.5-coder:32b_tpusg_NP,efe79d78,qwen2.5-coder:32b_17ec_tpusg
e374_tpusg,tpusg,qwen32,NP,success,1,25.72,2704,1833,871,NP,1754315772,08.03,qwen2.5-coder:32b_tpusg_NP,e374a1d6,qwen2.5-coder:32b_17ec_tpusg
a16a_tpusg,tpusg,qwen32,NP,success,1,23.98,2636,1833,803,NP,1754315855,08.03,qwen2.5-coder:32b_tpusg_NP,a16a15ca,qwen2.5-coder:32b_17ec_tpusg
50fe_tpusg,tpusg,qwen32,NP,success,3,83.9,8779,5929,2850,NP,1754315938,08.03,qwen2.5-coder:32b_tpusg_NP,50fe9f43,qwen2.5-coder:32b_17ec_tpusg
3a62_tpusg,tpusg,qwen32,NP,success,5,142.17,14870,10025,4845,NP,1754316096,08.03,qwen2.5-coder:32b_tpusg_NP,3a62ae29,qwen2.5-coder:32b_17ec_tpusg
a42e_tpusg,tpusg,qwen32,NP,success,2,53.18,5678,3881,1797,NP,1754316330,08.03,qwen2.5-coder:32b_tpusg_NP,a42e261b,qwen2.5-coder:32b_17ec_tpusg
ea1c_tpusg,tpusg,qwen32,NP,success,1,24.41,2656,1833,823,NP,1754316446,08.03,qwen2.5-coder:32b_tpusg_NP,ea1c3741,qwen2.5-coder:32b_17ec_tpusg
011b_tpusg,tpusg,qwen32,NP,success,2,62.46,6010,3881,2129,NP,1754316529,08.03,qwen2.5-coder:32b_tpusg_NP,011bc56e,qwen2.5-coder:32b_17ec_tpusg
37bd_tpusg,tpusg,qwen32,NP,success,1,23.79,2628,1833,795,NP,1754316659,08.03,qwen2.5-coder:32b_tpusg_NP,37bdf340,qwen2.5-coder:32b_17ec_tpusg
8705_tpusg,tpusg,qwen32,NP,success,2,54.91,5742,3881,1861,NP,1754316741,08.03,qwen2.5-coder:32b_tpusg_NP,87052819,qwen2.5-coder:32b_17ec_tpusg
26d4_tpusg,tpusg,qwen32,NP,success,1,23.71,2632,1833,799,NP,1754316855,08.03,qwen2.5-coder:32b_tpusg_NP,26d4af01,qwen2.5-coder:32b_17ec_tpusg
e38f_tpusg,tpusg,qwen32,NP,success,3,90.05,9002,5929,3073,NP,1754316936,08.03,qwen2.5-coder:32b_tpusg_NP,e38f170f,qwen2.5-coder:32b_17ec_tpusg
8fa5_tpusg,tpusg,qwen32,NP,success,2,56.05,5795,3881,1914,NP,1754317101,08.03,qwen2.5-coder:32b_tpusg_NP,8fa577ed,qwen2.5-coder:32b_17ec_tpusg
b5f8_tpusg,tpusg,qwen32,NP,success,1,26.11,2719,1833,886,NP,1754317223,08.03,qwen2.5-coder:32b_tpusg_NP,b5f8272f,qwen2.5-coder:32b_17ec_tpusg
989e_tpusg,tpusg,qwen32,NP,success,1,23.87,2638,1833,805,NP,1754317308,08.03,qwen2.5-coder:32b_tpusg_NP,989ed9ee,qwen2.5-coder:32b_17ec_tpusg
ed97_tpusg,tpusg,qwen32,NP,success,4,113.91,11851,7977,3874,NP,1754317390,08.03,qwen2.5-coder:32b_tpusg_NP,ed976f13,qwen2.5-coder:32b_17ec_tpusg
a152_tpusg,tpusg,qwen32,NP,success,1,24.61,2663,1833,830,NP,1754317587,08.03,qwen2.5-coder:32b_tpusg_NP,a152a3ef,qwen2.5-coder:32b_17ec_tpusg
2000_tpusg,tpusg,qwen32,NP,success,1,23.83,2632,1833,799,NP,1754317669,08.03,qwen2.5-coder:32b_tpusg_NP,20000bfa,qwen2.5-coder:32b_17ec_tpusg
c9f3_tpusg,tpusg,qwen32,NP,success,1,23.42,2622,1833,789,NP,1754317752,08.03,qwen2.5-coder:32b_tpusg_NP,c9f3ea27,qwen2.5-coder:32b_17ec_tpusg
abd1_tpusg,tpusg,qwen32,NP,success,1,23.49,2618,1833,785,NP,1754317833,08.03,qwen2.5-coder:32b_tpusg_NP,abd1dde4,qwen2.5-coder:32b_17ec_tpusg
9a22_tpusg,tpusg,qwen32,NP,success,1,24.91,2670,1833,837,NP,1754317915,08.03,qwen2.5-coder:32b_tpusg_NP,9a228b50,qwen2.5-coder:32b_17ec_tpusg
e9b7_pysg,psg,qwen32,P,success,5,249.71,15870,9810,6060,P,1753861635,07.28,qwen2.5-coder:32b_psg_P,e9b77ff6,qwen2.5-coder:32b_1974_psg
78c7_pysg,psg,qwen32,P,success,4,138.48,11035,7762,3273,P,1753861892,07.28,qwen2.5-coder:32b_psg_P,78c72c9b,qwen2.5-coder:32b_1974_psg
49c9_pysg,psg,qwen32,P,success,4,138.33,10988,7762,3226,P,1753862068,07.28,qwen2.5-coder:32b_psg_P,49c9d8f0,qwen2.5-coder:32b_1974_psg
b726_pysg,psg,qwen32,P,failure,5,167.96,13781,9810,3971,P,1753862245,07.28,qwen2.5-coder:32b_psg_P,b726b1fe,qwen2.5-coder:32b_1974_psg
37e4_pysg,psg,qwen32,P,failure,5,189.44,14302,9810,4492,P,1753862420,07.28,qwen2.5-coder:32b_psg_P,37e4e01f,qwen2.5-coder:32b_1974_psg
6c9b_pysg,psg,qwen32,P,success,5,168.32,13788,9810,3978,P,1753862617,07.28,qwen2.5-coder:32b_psg_P,6c9b8cfc,qwen2.5-coder:32b_1974_psg
709e_pysg,psg,qwen32,P,success,4,138.32,11052,7762,3290,P,1753862823,07.28,qwen2.5-coder:32b_psg_P,709e22ac,qwen2.5-coder:32b_1974_psg
7ad3_pysg,psg,qwen32,P,failure,5,234.44,15502,9810,5692,P,1753863000,07.28,qwen2.5-coder:32b_psg_P,7ad33c9c,qwen2.5-coder:32b_1974_psg
883c_pysg,psg,qwen32,P,success,5,175.94,13977,9810,4167,P,1753863242,07.28,qwen2.5-coder:32b_psg_P,883c868e,qwen2.5-coder:32b_1974_psg
7f13_pysg,psg,qwen32,P,failure,5,263.98,16284,9810,6474,P,1753863457,07.28,qwen2.5-coder:32b_psg_P,7f132b41,qwen2.5-coder:32b_1974_psg
abee_pysg,psg,qwen32,P,success,5,166.92,13752,9810,3942,P,1753863728,07.28,qwen2.5-coder:32b_psg_P,abeeee73,qwen2.5-coder:32b_1974_psg
7f9f_pysg,psg,qwen32,P,success,5,187.49,14258,9810,4448,P,1753863934,07.28,qwen2.5-coder:32b_psg_P,7f9f9e2d,qwen2.5-coder:32b_1974_psg
c9ea_pysg,psg,qwen32,P,failure,5,181.44,14129,9810,4319,P,1753864160,07.28,qwen2.5-coder:32b_psg_P,c9eae8ed,qwen2.5-coder:32b_1974_psg
a743_pysg,psg,qwen32,P,success,4,207.62,12844,7762,5082,P,1753864349,07.28,qwen2.5-coder:32b_psg_P,a7438fb3,qwen2.5-coder:32b_1974_psg
a5cd_pysg,psg,qwen32,P,failure,5,183.72,14184,9810,4374,P,1753864563,07.28,qwen2.5-coder:32b_psg_P,a5cd96c8,qwen2.5-coder:32b_1974_psg
434b_pysg,psg,qwen32,P,failure,5,174.06,13919,9810,4109,P,1753864755,07.28,qwen2.5-coder:32b_psg_P,434bac60,qwen2.5-coder:32b_1974_psg
23bf_pysg,psg,qwen32,P,failure,5,167.11,13756,9810,3946,P,1753864937,07.28,qwen2.5-coder:32b_psg_P,23bf5079,qwen2.5-coder:32b_1974_psg
002d_pysg,psg,qwen32,P,success,5,172.47,13884,9810,4074,P,1753865111,07.28,qwen2.5-coder:32b_psg_P,002d6df6,qwen2.5-coder:32b_1974_psg
844c_pysg,psg,qwen32,P,success,5,173.33,13879,9810,4069,P,1753865322,07.28,qwen2.5-coder:32b_psg_P,844c47cb,qwen2.5-coder:32b_1974_psg
4842_pysg,psg,qwen32,P,failure,5,184.36,14174,9810,4364,P,1753865533,07.28,qwen2.5-coder:32b_psg_P,48421762,qwen2.5-coder:32b_1974_psg
32dc_pysg,psg,qwen32,P,failure,5,166.22,13692,9810,3882,P,1753865725,07.28,qwen2.5-coder:32b_psg_P,32dc2ecf,qwen2.5-coder:32b_1974_psg
529d_pysg,psg,qwen32,P,failure,5,191.46,14360,9810,4550,P,1753865899,07.28,qwen2.5-coder:32b_psg_P,529dcbbc,qwen2.5-coder:32b_1974_psg
0e45_pysg,psg,qwen32,P,failure,5,241.24,15674,9810,5864,P,1753866098,07.28,qwen2.5-coder:32b_psg_P,0e457210,qwen2.5-coder:32b_1974_psg
3ee5_pysg,psg,qwen32,P,failure,5,182.46,14127,9810,4317,P,1753866346,07.28,qwen2.5-coder:32b_psg_P,3ee54d1d,qwen2.5-coder:32b_1974_psg
fbf5_pysg,psg,qwen32,P,failure,5,180.28,13950,9810,4140,P,1753866536,07.28,qwen2.5-coder:32b_psg_P,fbf5b443,qwen2.5-coder:32b_1974_psg
6964_pysg,psg,qwen32,P,success,4,135.07,10941,7762,3179,P,1753866724,07.28,qwen2.5-coder:32b_psg_P,696435d8,qwen2.5-coder:32b_1974_psg
d52d_pysg,psg,qwen32,P,failure,5,169.78,13776,9810,3966,P,1753866897,07.28,qwen2.5-coder:32b_psg_P,d52deb62,qwen2.5-coder:32b_1974_psg
efd7_pysg,psg,qwen32,P,success,4,150.25,11325,7762,3563,P,1753867075,07.28,qwen2.5-coder:32b_psg_P,efd7e873,qwen2.5-coder:32b_1974_psg
7d8c_pysg,psg,qwen32,P,failure,5,181.51,14103,9810,4293,P,1753867264,07.28,qwen2.5-coder:32b_psg_P,7d8c2c05,qwen2.5-coder:32b_1974_psg
3c4c_pysg,psg,qwen32,P,failure,5,182.6,14102,9810,4292,P,1753867452,07.28,qwen2.5-coder:32b_psg_P,3c4cd890,qwen2.5-coder:32b_1974_psg
6f6d_tpusg,tpusg,qwen32,P,failure,5,236.52,14877,10025,4852,P,1753854267,07.28,qwen2.5-coder:32b_tpusg_P,6f6d9769,qwen2.5-coder:32b_1974_tpusg
c017_tpusg,tpusg,qwen32,P,success,3,120.46,8866,5929,2937,P,1753854553,07.28,qwen2.5-coder:32b_tpusg_P,c017cb4c,qwen2.5-coder:32b_1974_tpusg
c069_tpusg,tpusg,qwen32,P,failure,5,234.12,15827,10025,5802,P,1753854751,07.28,qwen2.5-coder:32b_tpusg_P,c0698d45,qwen2.5-coder:32b_1974_tpusg
