Candidate_ID,Precision,Recall,F1,F3,Reference_File,Timestamp
valid_20241028191301_gpt4o,0.8881328105926514,0.8521615266799927,0.8697754144668579,0.8556270003318787,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:34.058998
valid_20241111191244_gpt4o,0.8710532188415527,0.8640720248222351,0.8675485253334045,0.8647651076316833,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:35.873504
valid_20241111185619_gpt4o,0.8704831600189209,0.8471303582191467,0.8586480021476746,0.8494090437889099,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:37.623872
valid_20241115174048_gpt4o,0.8758552670478821,0.8614346981048584,0.8685851693153381,0.8628553152084351,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:39.367199
valid_20241111195441_gpt4o,0.8603139519691467,0.8485517501831055,0.8543923497200012,0.8497135043144226,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:40.949455
valid_20241007105951_gpt4o,0.8893231153488159,0.8537480235099792,0.8711725473403931,0.8571769595146179,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:42.559126
valid_20241115170843_gpt4o,0.884560763835907,0.8662194013595581,0.875294029712677,0.8680193424224854,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:44.316330
valid_20241115180702_gpt4o,0.892853856086731,0.8624191284179688,0.8773726224899292,0.8653689026832581,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:45.996099
valid_20241007111714_gpt4o,0.883384108543396,0.8634341359138489,0.8732951879501343,0.8653884530067444,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:47.603504
valid_20241115183039_gpt4o,0.8855977654457092,0.8667047619819641,0.8760493993759155,0.8685577511787415,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:49.305739
valid_20241114161052_gpt4o,0.8688615560531616,0.8576321601867676,0.8632103204727173,0.8587420582771301,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:50.922104
valid_20241114182622_gpt4o,0.8920493125915527,0.866395115852356,0.8790350556373596,0.8688939213752747,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:52.660413
valid_20250325152324_gpt4o,0.8799750804901123,0.8442890644073486,0.8617628216743469,0.8477269411087036,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:54.313247
valid_20241114190633_gpt4o,0.8839344382286072,0.8612242937088013,0.8724316358566284,0.8634426593780518,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:56.040469
valid_20241114182809_gpt4o,0.8955895900726318,0.8679197430610657,0.8815376162528992,0.8706095814704895,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:57.768107
valid_20241114163534_gpt4o,0.8069349527359009,0.7505665421485901,0.7777306437492371,0.7558464407920837,codebertscore/example/object_color_classify.ino,2025-11-27T04:50:59.508661
valid_20241029193347_gpt4o,0.8952832221984863,0.8660001158714294,0.8803982138633728,0.8688420057296753,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:01.104216
valid_20241004145436_gpt4o,0.8704935312271118,0.8679701089859009,0.8692299723625183,0.8682218194007874,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:02.749697
valid_20241007104559_gpt4o,0.87504643201828,0.8566972017288208,0.8657746315002441,0.8584975004196167,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:04.444027
valid_20241029184803_gpt4o,0.8836919069290161,0.868895411491394,0.8762311935424805,0.8703526854515076,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:06.160279
valid_20241028181456_gpt4o,0.8698194026947021,0.8566676378250122,0.8631934523582458,0.8579649329185486,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:08.056702
valid_20241115184042_gpt4o,0.882565975189209,0.8721015453338623,0.8773025870323181,0.8731368184089661,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:09.746238
valid_20241029193754_gpt4o,0.753644585609436,0.6548823118209839,0.7008009552955627,0.6635782122612,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:11.399503
valid_20241115172814_gpt4o,0.8682233095169067,0.8618783354759216,0.8650392293930054,0.8625086545944214,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:13.054795
valid_20241111182228_gpt4o,0.8922475576400757,0.8608065843582153,0.8762451410293579,0.8638506531715393,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:14.785718
valid_20241109171609_gpt4o,0.8761038780212402,0.8491605520248413,0.8624218702316284,0.8517800569534302,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:16.463485
valid_20241029193650_gpt4o,0.8859596252441406,0.8646860122680664,0.8751935958862305,0.8667672872543335,codebertscore/example/object_color_classify.ino,2025-11-27T04:51:18.179788
