Candidate_ID,Model,Precision,Recall,F1,F3,Language,Timestamp
valid_20250520025803_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8438629508018494,0.7642053365707397,0.8020612001419067,0.7714878916740417,python,2025-11-27T15:00:50.330852
valid_20250812212352_psg_gemma3:27b,gemma3:27b,0.7784962058067322,0.6909892559051514,0.7321372032165527,0.6988446116447449,python,2025-11-27T15:00:56.521509
valid_20250812212352_psg_gemma3:27b,gemma3:27b,0.7784962058067322,0.6909892559051514,0.7321372032165527,0.6988446116447449,python,2025-11-27T15:00:57.890173
valid_20250804074940_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8350515365600586,0.7427048087120056,0.7861756086349487,0.7510101199150085,python,2025-11-27T15:01:04.050613
valid_20250804074940_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8350515365600586,0.7427048087120056,0.7861756086349487,0.7510101199150085,python,2025-11-27T15:01:05.037934
valid_20250730121419_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361664414405823,0.7433232069015503,0.7870160937309265,0.7516693472862244,python,2025-11-27T15:01:09.066984
valid_20250730121419_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361664414405823,0.7433232069015503,0.7870160937309265,0.7516693472862244,python,2025-11-27T15:01:10.097833
valid_20250804055128_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361878991127014,0.7646088004112244,0.7987980246543884,0.7712105512619019,python,2025-11-27T15:01:14.097593
valid_20250804055128_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361878991127014,0.7646088004112244,0.7987980246543884,0.7712105512619019,python,2025-11-27T15:01:14.806848
valid_20250729111529_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8620375394821167,0.755087673664093,0.8050259351730347,0.7645734548568726,python,2025-11-27T15:01:19.170105
valid_20250729111529_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8620375394821167,0.755087673664093,0.8050259351730347,0.7645734548568726,python,2025-11-27T15:01:19.481404
valid_20250801191919_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8349772095680237,0.7546709179878235,0.7927955985069275,0.7619997262954712,python,2025-11-27T15:01:24.555114
valid_20250801191919_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8349772095680237,0.7546709179878235,0.7927955985069275,0.7619997262954712,python,2025-11-27T15:01:24.744699
valid_20250820034701_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8660925626754761,0.7668894529342651,0.8134777545928955,0.7757752537727356,python,2025-11-27T15:01:29.441205
valid_20250820034701_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8660925626754761,0.7668894529342651,0.8134777545928955,0.7757752537727356,python,2025-11-27T15:01:29.599487
valid_20250520025238_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8448671698570251,0.7643805146217346,0.8026110529899597,0.7717324495315552,python,2025-11-27T15:01:34.603387
valid_20250520025238_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8448671698570251,0.7643805146217346,0.8026110529899597,0.7717324495315552,python,2025-11-27T15:01:34.618137
valid_20250818204830_psg_phi4:latest,phi4:latest,0.8617277145385742,0.7705983519554138,0.8136191964149475,0.7788346409797668,python,2025-11-27T15:01:39.794049
valid_20250818204830_psg_phi4:latest,phi4:latest,0.8617277145385742,0.7705983519554138,0.8136191964149475,0.7788346409797668,python,2025-11-27T15:01:39.882387
valid_20250804033749_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8700584769248962,0.7637774348258972,0.813461184501648,0.7732225656509399,python,2025-11-27T15:01:45.068613
valid_20250804033749_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8700584769248962,0.7637774348258972,0.813461184501648,0.7732225656509399,python,2025-11-27T15:01:45.131266
valid_20250520024859_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8438629508018494,0.7642053365707397,0.8020612001419067,0.7714878916740417,python,2025-11-27T15:01:51.681786
valid_20250520024859_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8438629508018494,0.7642053365707397,0.8020612001419067,0.7714878916740417,python,2025-11-27T15:01:51.825305
valid_20250520022941_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8438629508018494,0.7642053365707397,0.8020612001419067,0.7714878916740417,python,2025-11-27T15:01:57.676067
valid_20250520022941_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8438629508018494,0.7642053365707397,0.8020612001419067,0.7714878916740417,python,2025-11-27T15:01:57.757029
valid_20250805162258_psg_phi4:latest,phi4:latest,0.8619018793106079,0.7653676867485046,0.8107714653015137,0.7740369439125061,python,2025-11-27T15:02:02.872451
valid_20250805162258_psg_phi4:latest,phi4:latest,0.8619018793106079,0.7653676867485046,0.8107714653015137,0.7740369439125061,python,2025-11-27T15:02:02.952790
valid_20250804055405_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8359088897705078,0.74326092004776,0.7868672013282776,0.751591145992279,python,2025-11-27T15:02:08.489988
valid_20250804055405_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8359088897705078,0.74326092004776,0.7868672013282776,0.751591145992279,python,2025-11-27T15:02:08.567189
valid_20250818202518_psg_phi4:latest,phi4:latest,0.8464263677597046,0.7688004970550537,0.8057481050491333,0.7759164571762085,python,2025-11-27T15:02:14.530318
valid_20250818202518_psg_phi4:latest,phi4:latest,0.8464263677597046,0.7688004970550537,0.8057481050491333,0.7759164571762085,python,2025-11-27T15:02:14.537505
valid_20250805152139_psg_gemma3:27b,gemma3:27b,0.7973892688751221,0.7101632356643677,0.7512528300285339,0.7180176377296448,python,2025-11-27T15:02:20.736506
valid_20250805152139_psg_gemma3:27b,gemma3:27b,0.7973892688751221,0.7101632356643677,0.7512528300285339,0.7180176377296448,python,2025-11-27T15:02:20.742076
valid_20250804181924_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.861709475517273,0.762151300907135,0.8088784217834473,0.7710597515106201,python,2025-11-27T15:02:28.757039
valid_20250804181924_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.861709475517273,0.762151300907135,0.8088784217834473,0.7710597515106201,python,2025-11-27T15:02:29.052352
valid_20250813002224_psg_codestral:latest,codestral:latest,0.8712870478630066,0.7579272389411926,0.8106634020805359,0.7679184079170227,python,2025-11-27T15:02:35.565389
valid_20250813002224_psg_codestral:latest,codestral:latest,0.8712870478630066,0.7579272389411926,0.8106634020805359,0.7679184079170227,python,2025-11-27T15:02:35.843196
valid_20250801180130_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8315035104751587,0.7495138645172119,0.7883827686309814,0.7569779753684998,python,2025-11-27T15:02:42.569406
valid_20250801180130_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8315035104751587,0.7495138645172119,0.7883827686309814,0.7569779753684998,python,2025-11-27T15:02:42.822747
valid_20250801175435_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8321293592453003,0.7464652061462402,0.7869729399681091,0.7542296648025513,python,2025-11-27T15:02:48.366487
valid_20250801175435_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8321293592453003,0.7464652061462402,0.7869729399681091,0.7542296648025513,python,2025-11-27T15:02:48.504543
valid_20250819230405_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8588252067565918,0.7607764005661011,0.8068329095840454,0.7695622444152832,python,2025-11-27T15:02:54.761088
valid_20250819230405_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8588252067565918,0.7607764005661011,0.8068329095840454,0.7695622444152832,python,2025-11-27T15:02:54.947627
valid_20250801213436_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8359088897705078,0.74326092004776,0.7868672013282776,0.751591145992279,python,2025-11-27T15:03:00.396837
valid_20250801213436_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8359088897705078,0.74326092004776,0.7868672013282776,0.751591145992279,python,2025-11-27T15:03:00.863306
valid_20250812213945_psg_gemma3:27b,gemma3:27b,0.793807864189148,0.7026150226593018,0.7454327940940857,0.7107805013656616,python,2025-11-27T15:03:05.755770
valid_20250812213945_psg_gemma3:27b,gemma3:27b,0.793807864189148,0.7026150226593018,0.7454327940940857,0.7107805013656616,python,2025-11-27T15:03:06.198231
valid_20250813074843_psg_gemma3:27b,gemma3:27b,0.8275271058082581,0.7414268255233765,0.7821144461631775,0.7492221593856812,python,2025-11-27T15:03:10.822014
valid_20250813074843_psg_gemma3:27b,gemma3:27b,0.8275271058082581,0.7414268255233765,0.7821144461631775,0.7492221593856812,python,2025-11-27T15:03:11.317848
valid_20250520022314_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8445871472358704,0.7647209167480469,0.8026723265647888,0.7720213532447815,python,2025-11-27T15:03:16.612788
valid_20250520022314_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8445871472358704,0.7647209167480469,0.8026723265647888,0.7720213532447815,python,2025-11-27T15:03:17.200422
valid_20250813072855_psg_gemma3:27b,gemma3:27b,0.8397388458251953,0.7719969749450684,0.8044443130493164,0.7782753109931946,python,2025-11-27T15:03:22.954078
valid_20250813072855_psg_gemma3:27b,gemma3:27b,0.8397388458251953,0.7719969749450684,0.8044443130493164,0.7782753109931946,python,2025-11-27T15:03:23.526946
valid_20250818190233_psg_phi4:latest,phi4:latest,0.8619018793106079,0.7653676867485046,0.8107714653015137,0.7740369439125061,python,2025-11-27T15:03:28.470011
valid_20250818190233_psg_phi4:latest,phi4:latest,0.8619018793106079,0.7653676867485046,0.8107714653015137,0.7740369439125061,python,2025-11-27T15:03:29.129068
valid_20250804182643_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.86662358045578,0.7619330883026123,0.8109133243560791,0.7712500095367432,python,2025-11-27T15:03:37.734577
valid_20250804182643_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.86662358045578,0.7619330883026123,0.8109133243560791,0.7712500095367432,python,2025-11-27T15:03:38.696819
valid_20250813003111_psg_codestral:latest,codestral:latest,0.770011842250824,0.48930665850639343,0.5983743071556091,0.5078190565109253,python,2025-11-27T15:03:42.973186
valid_20250813003111_psg_codestral:latest,codestral:latest,0.770011842250824,0.48930665850639343,0.5983743071556091,0.5078190565109253,python,2025-11-27T15:03:44.093582
valid_20250801193727_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.854863166809082,0.7677507400512695,0.8089685440063477,0.7756547927856445,python,2025-11-27T15:03:48.295255
valid_20250801193727_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.854863166809082,0.7677507400512695,0.8089685440063477,0.7756547927856445,python,2025-11-27T15:03:49.409322
valid_20250520023611_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8445871472358704,0.7647209167480469,0.8026723265647888,0.7720213532447815,python,2025-11-27T15:03:53.481671
valid_20250520023611_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8445871472358704,0.7647209167480469,0.8026723265647888,0.7720213532447815,python,2025-11-27T15:03:55.103759
valid_20250819233032_psg_codestral:latest,codestral:latest,0.8704850077629089,0.7686523199081421,0.8164054751396179,0.7777507901191711,python,2025-11-27T15:03:58.878366
valid_20250819233032_psg_codestral:latest,codestral:latest,0.8704850077629089,0.7686523199081421,0.8164054751396179,0.7777507901191711,python,2025-11-27T15:04:00.845513
valid_20250805150532_psg_gemma3:27b,gemma3:27b,0.802067756652832,0.7138763666152954,0.7554067969322205,0.7218130826950073,python,2025-11-27T15:04:05.277205
valid_20250805150532_psg_gemma3:27b,gemma3:27b,0.802067756652832,0.7138763666152954,0.7554067969322205,0.7218130826950073,python,2025-11-27T15:04:07.469865
valid_20250819233456_psg_codestral:latest,codestral:latest,0.8717705607414246,0.7698336839675903,0.8176372051239014,0.7789419889450073,python,2025-11-27T15:04:12.219456
valid_20250819233456_psg_codestral:latest,codestral:latest,0.8717705607414246,0.7698336839675903,0.8176372051239014,0.7789419889450073,python,2025-11-27T15:04:14.064934
valid_20250813031947_psg_codestral:latest,codestral:latest,0.8004109859466553,0.708027184009552,0.7513900995254517,0.7162947058677673,python,2025-11-27T15:04:18.321478
valid_20250813031947_psg_codestral:latest,codestral:latest,0.8004109859466553,0.708027184009552,0.7513900995254517,0.7162947058677673,python,2025-11-27T15:04:19.999473
valid_20250804162039_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361664414405823,0.7433232069015503,0.7870160937309265,0.7516693472862244,python,2025-11-27T15:04:24.491414
valid_20250804162039_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361664414405823,0.7433232069015503,0.7870160937309265,0.7516693472862244,python,2025-11-27T15:04:26.506795
valid_20250813033539_psg_codestral:latest,codestral:latest,0.8503978252410889,0.7311505675315857,0.7862785458564758,0.741549015045166,python,2025-11-27T15:04:30.406025
valid_20250813033539_psg_codestral:latest,codestral:latest,0.8503978252410889,0.7311505675315857,0.7862785458564758,0.741549015045166,python,2025-11-27T15:04:32.167289
valid_20250812213232_psg_gemma3:27b,gemma3:27b,0.8098587989807129,0.7240391373634338,0.7645482420921326,0.7317938208580017,python,2025-11-27T15:04:36.332935
valid_20250812213232_psg_gemma3:27b,gemma3:27b,0.8098587989807129,0.7240391373634338,0.7645482420921326,0.7317938208580017,python,2025-11-27T15:04:37.714111
valid_20250521125637_psg_codestral:latest,codestral:latest,0.8904900550842285,0.769929826259613,0.8258330225944519,0.7804967761039734,python,2025-11-27T15:04:41.566205
valid_20250521125637_psg_codestral:latest,codestral:latest,0.8904900550842285,0.769929826259613,0.8258330225944519,0.7804967761039734,python,2025-11-27T15:04:43.021771
valid_20250520023728_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8438629508018494,0.7642053365707397,0.8020612001419067,0.7714878916740417,python,2025-11-27T15:04:46.850791
valid_20250520023728_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8438629508018494,0.7642053365707397,0.8020612001419067,0.7714878916740417,python,2025-11-27T15:04:48.572663
valid_20250731135257_psg_gemma3:27b,gemma3:27b,0.7964138984680176,0.7094389200210571,0.7504146695137024,0.717272162437439,python,2025-11-27T15:04:51.823390
valid_20250731135257_psg_gemma3:27b,gemma3:27b,0.7964138984680176,0.7094389200210571,0.7504146695137024,0.717272162437439,python,2025-11-27T15:04:53.433436
valid_20250820042352_psg_codestral:latest,codestral:latest,0.8726490139961243,0.7508071660995483,0.8071559071540833,0.7614385485649109,python,2025-11-27T15:04:56.668370
valid_20250820042352_psg_codestral:latest,codestral:latest,0.8726490139961243,0.7508071660995483,0.8071559071540833,0.7614385485649109,python,2025-11-27T15:04:58.500658
valid_20250818191029_psg_phi4:latest,phi4:latest,0.861302375793457,0.7644281387329102,0.8099789619445801,0.7731238007545471,python,2025-11-27T15:05:01.594585
valid_20250818191029_psg_phi4:latest,phi4:latest,0.861302375793457,0.7644281387329102,0.8099789619445801,0.7731238007545471,python,2025-11-27T15:05:03.409031
valid_20250819233918_psg_codestral:latest,codestral:latest,0.8307134509086609,0.7496901154518127,0.7881247997283936,0.7570741772651672,python,2025-11-27T15:05:06.585575
valid_20250819233918_psg_codestral:latest,codestral:latest,0.8307134509086609,0.7496901154518127,0.7881247997283936,0.7570741772651672,python,2025-11-27T15:05:08.563092
valid_20250805035044_psg_gemma3:27b,gemma3:27b,0.8133566975593567,0.7284742593765259,0.7685788869857788,0.7361567616462708,python,2025-11-27T15:05:11.905177
valid_20250805035044_psg_gemma3:27b,gemma3:27b,0.8133566975593567,0.7284742593765259,0.7685788869857788,0.7361567616462708,python,2025-11-27T15:05:14.278118
valid_20250804232249_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.836729109287262,0.7438474893569946,0.7875592112541199,0.7521973252296448,python,2025-11-27T15:05:17.330225
valid_20250804232249_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.836729109287262,0.7438474893569946,0.7875592112541199,0.7521973252296448,python,2025-11-27T15:05:19.779877
valid_20250521132532_psg_codestral:latest,codestral:latest,0.863311767578125,0.7417369484901428,0.7979199886322021,0.752331554889679,python,2025-11-27T15:05:23.407132
valid_20250521132532_psg_codestral:latest,codestral:latest,0.863311767578125,0.7417369484901428,0.7979199886322021,0.752331554889679,python,2025-11-27T15:05:25.642250
valid_20250730210045_psg_gemma3:27b,gemma3:27b,0.8016411662101746,0.7328861355781555,0.7657234072685242,0.7392262816429138,python,2025-11-27T15:05:28.882954
valid_20250730210045_psg_gemma3:27b,gemma3:27b,0.8016411662101746,0.7328861355781555,0.7657234072685242,0.7392262816429138,python,2025-11-27T15:05:31.032218
valid_20250820041937_psg_codestral:latest,codestral:latest,0.8715956807136536,0.7627161145210266,0.8135290741920471,0.7723644375801086,python,2025-11-27T15:05:35.005762
valid_20250820041937_psg_codestral:latest,codestral:latest,0.8715956807136536,0.7627161145210266,0.8135290741920471,0.7723644375801086,python,2025-11-27T15:05:38.329559
valid_20250804031509_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8614252805709839,0.7496399879455566,0.8016544580459595,0.7594957947731018,python,2025-11-27T15:05:41.762338
valid_20250804031509_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8614252805709839,0.7496399879455566,0.8016544580459595,0.7594957947731018,python,2025-11-27T15:05:44.262415
valid_20250818204341_psg_phi4:latest,phi4:latest,0.850610613822937,0.7826662063598633,0.8152251839637756,0.7889682650566101,python,2025-11-27T15:05:47.594538
valid_20250818204341_psg_phi4:latest,phi4:latest,0.850610613822937,0.7826662063598633,0.8152251839637756,0.7889682650566101,python,2025-11-27T15:05:50.054536
valid_20250820035721_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8630800843238831,0.7490966320037842,0.80205899477005,0.7591220736503601,python,2025-11-27T15:05:52.984162
valid_20250820035721_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8630800843238831,0.7490966320037842,0.80205899477005,0.7591220736503601,python,2025-11-27T15:05:55.303542
valid_20250804012632_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361901640892029,0.7646049857139587,0.7987970113754272,0.7712071537971497,python,2025-11-27T15:05:58.011941
valid_20250804012632_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8361901640892029,0.7646049857139587,0.7987970113754272,0.7712071537971497,python,2025-11-27T15:06:00.309489
valid_20250819225145_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8684952855110168,0.7634913325309753,0.8126152753829956,0.7728350758552551,python,2025-11-27T15:06:03.052161
valid_20250819225145_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8684952855110168,0.7634913325309753,0.8126152753829956,0.7728350758552551,python,2025-11-27T15:06:05.542093
valid_20250730205359_psg_gemma3:27b,gemma3:27b,0.7841845154762268,0.6880286931991577,0.7329663634300232,0.6965699195861816,python,2025-11-27T15:06:08.628171
valid_20250730205359_psg_gemma3:27b,gemma3:27b,0.7841845154762268,0.6880286931991577,0.7329663634300232,0.6965699195861816,python,2025-11-27T15:06:11.019121
valid_20250805153426_psg_gemma3:27b,gemma3:27b,0.8098931908607483,0.7241743206977844,0.7646389007568359,0.7319209575653076,python,2025-11-27T15:06:13.986198
valid_20250805153426_psg_gemma3:27b,gemma3:27b,0.8098931908607483,0.7241743206977844,0.7646389007568359,0.7319209575653076,python,2025-11-27T15:06:16.419524
valid_20250520022553_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8448671698570251,0.7643805146217346,0.8026110529899597,0.7717324495315552,python,2025-11-27T15:06:19.033959
valid_20250520022553_psg_qwen2.5-coder:32b,qwen2.5-coder:32b,0.8448671698570251,0.7643805146217346,0.8026110529899597,0.7717324495315552,python,2025-11-27T15:06:21.507809
valid_20250731125540_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8205698728561401,0.7181768417358398,0.7659665942192078,0.7272517085075378,python,2025-11-27T15:06:24.609023
valid_20250731125540_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8205698728561401,0.7181768417358398,0.7659665942192078,0.7272517085075378,python,2025-11-27T15:06:27.021845
valid_20250812213418_psg_gemma3:27b,gemma3:27b,0.7723168134689331,0.6888030171394348,0.7281731367111206,0.6963327527046204,python,2025-11-27T15:06:29.610983
valid_20250812213418_psg_gemma3:27b,gemma3:27b,0.7723168134689331,0.6888030171394348,0.7281731367111206,0.6963327527046204,python,2025-11-27T15:06:32.146276
valid_20250813071647_psg_gemma3:27b,gemma3:27b,0.810051441192627,0.7320031523704529,0.7690520882606506,0.7391246557235718,python,2025-11-27T15:06:34.770697
valid_20250813071647_psg_gemma3:27b,gemma3:27b,0.810051441192627,0.7320031523704529,0.7690520882606506,0.7391246557235718,python,2025-11-27T15:06:37.358414
valid_20250819225050_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8601100444793701,0.7655240297317505,0.8100653886795044,0.7740361094474792,python,2025-11-27T15:06:40.306153
valid_20250819225050_psg_qwen2.5-coder:14b,qwen2.5-coder:14b,0.8601100444793701,0.7655240297317505,0.8100653886795044,0.7740361094474792,python,2025-11-27T15:06:43.319660
valid_20250805172419_psg_codestral:latest,codestral:latest,0.8120576739311218,0.7032116651535034,0.7537253499031067,0.7127654552459717,python,2025-11-27T15:06:45.971755
valid_20250805172419_psg_codestral:latest,codestral:latest,0.8120576739311218,0.7032116651535034,0.7537253499031067,0.7127654552459717,python,2025-11-27T15:06:48.725831
