Fruit,Red,Green,Blue
banana,-1.5734173921476922,1.4740699114913587,0.9916696722217533
banana,-1.5855820107871523,1.458010591662361,1.0442302179958256
banana,-1.3544542566374074,1.281358073543386,0.8339880348995364
banana,-1.6342404853449937,1.39377331234637,1.2544724010921147
banana,-1.378783493916328,1.3295360330303791,0.8077077620125003
banana,-1.5734173921476922,1.4740699114913587,0.9916696722217533
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.6099112480660729,1.4258919520043656,1.123071036656934
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.8045451462974378,1.843434267558305,0.8865485806736088
banana,-1.5855820107871523,1.458010591662361,1.0442302179958256
banana,-1.6828989599028348,1.3295360330303791,1.49099485707544
banana,-1.8653682394947393,1.682841069268328,1.2544724010921147
banana,-1.8653682394947393,1.682841069268328,1.2544724010921147
banana,-1.6099112480660729,1.4258919520043656,1.123071036656934
banana,-1.8045451462974378,1.843434267558305,0.8865485806736088
banana,-1.7315574344606761,1.2652987537143883,1.6749567672846923
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.390948112555788,1.7149597089263235,0.20326148561066967
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.4152773498347089,1.682841069268328,0.2821023042717781
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.6099112480660729,1.4258919520043656,1.123071036656934
banana,-1.8045451462974378,1.666781749439331,1.1756315824310064
banana,-1.5004296803109303,1.570425830465345,0.6763063975773203
banana,-1.390948112555788,0.9922903166214272,1.3858737655272955
